"","Test.kidney.2","Control.kidney.1","Control.lung.1","Test.lung.1","Test.lung.2","Control.lung.2","Control.liver.1","Test.liver.2","Test.liver.1","Control.liver.2"
"Btbd1",1.89195238,1.531818942,5.856942609,3.569661196,4.277715325,2.478291205,4.480079773,2.339924649,2.700911976,0.1
"Arl5b",0.99597619,0.815909471,5.33358419,2.08266354,3.233286494,3.27105494,5.940106364,2.339924649,2.700911976,0.1
"Accs",1.89195238,2.247728412,4.810225771,2.578329425,3.233286494,2.478291205,4.480079773,3.459886973,0.1,0.1
"Ak6",3.683904759,2.247728412,3.763508933,2.578329425,3.233286494,2.478291205,5.940106364,2.339924649,2.700911976,2.165161762
"4833422C13Rik",0.1,0.1,1.670075257,1.586997655,5.322144156,1.68552747,5.940106364,2.339924649,2.700911976,0.1
"Cers6",0.99597619,0.1,1.670075257,3.073995311,2.188857662,1.68552747,5.940106364,2.339924649,2.700911976,0.1
"Bloc1s3",1.89195238,3.679547354,2.193433676,2.578329425,1.144428831,2.478291205,5.940106364,3.459886973,5.301823952,2.165161762
"Cdk8",1.89195238,4.395456825,2.716792095,1.586997655,1.144428831,3.27105494,5.940106364,3.459886973,5.301823952,0.1
"2310009A05Rik",0.99597619,2.963637883,2.716792095,0.1,0.1,1.68552747,5.940106364,4.579849298,5.301823952,2.165161762
"Cenpk",1.89195238,2.247728412,5.856942609,1.586997655,2.188857662,2.478291205,7.400132954,3.459886973,5.301823952,2.165161762
"Casc5",3.683904759,2.963637883,3.763508933,1.09133177,3.233286494,0.892763735,5.940106364,4.579849298,5.301823952,0.1
"2310045N01Rik",3.683904759,2.963637883,2.716792095,6.047990621,4.277715325,4.063818675,4.480079773,4.579849298,7.902735928,2.165161762
"Cir1",2.78792857,1.531818942,3.763508933,6.047990621,3.233286494,2.478291205,5.940106364,1.219962324,7.902735928,4.230323525
"Ccdc28b",4.579880949,2.963637883,5.33358419,5.056658851,5.322144156,4.063818675,7.400132954,2.339924649,5.301823952,2.165161762
"2310009B15Rik",1.89195238,0.815909471,4.810225771,4.560992966,5.322144156,4.063818675,5.940106364,1.219962324,5.301823952,0.1
"Btbd2",0.99597619,2.247728412,5.33358419,5.056658851,3.233286494,8.027637349,8.860159545,2.339924649,2.700911976,0.1
"Ccdc73",2.78792857,3.679547354,2.193433676,4.065327081,2.188857662,5.649346145,8.860159545,1.219962324,5.301823952,0.1
"2810001G20Rik",2.78792857,4.395456825,3.240150514,1.586997655,1.144428831,0.1,4.480079773,0.1,0.1,0.1
"2610524H06Rik",0.1,5.827275766,3.240150514,2.08266354,0.1,0.892763735,4.480079773,0.1,0.1,0.1
"Chd3os",3.683904759,5.827275766,4.810225771,4.560992966,0.1,0.1,4.480079773,0.1,0.1,0.1
"Chst15",1.89195238,5.827275766,2.193433676,5.056658851,2.188857662,0.892763735,5.940106364,0.1,0.1,2.165161762
"2610020C07Rik",1.89195238,3.679547354,3.240150514,4.560992966,1.144428831,2.478291205,3.020053182,1.219962324,0.1,2.165161762
"Atg10",3.683904759,7.259094708,5.33358419,3.073995311,2.188857662,4.85658241,5.940106364,2.339924649,0.1,0.1
"Col4a3bp",0.99597619,5.827275766,2.716792095,3.073995311,1.144428831,3.27105494,4.480079773,4.579849298,0.1,0.1
"AI837181",1.89195238,5.111366295,2.716792095,4.065327081,6.366572987,1.68552747,3.020053182,1.219962324,0.1,2.165161762
"AI413582",1.89195238,4.395456825,3.240150514,2.08266354,5.322144156,0.1,5.940106364,0.1,0.1,0.1
"Atp5s",2.78792857,3.679547354,4.286867352,0.595665885,1.144428831,4.063818675,7.400132954,1.219962324,0.1,4.230323525
"Cmc2",3.683904759,6.543185237,3.763508933,1.09133177,0.1,1.68552747,7.400132954,0.1,0.1,4.230323525
"Akirin2",4.579880949,6.543185237,7.427017866,0.595665885,1.144428831,3.27105494,5.940106364,1.219962324,2.700911976,4.230323525
"Bri3",1.89195238,1.531818942,4.286867352,1.586997655,2.188857662,4.85658241,4.480079773,0.1,0.1,4.230323525
"Cklf",1.89195238,0.815909471,3.763508933,2.578329425,1.144428831,4.063818675,4.480079773,1.219962324,0.1,4.230323525
"Cep83",1.89195238,2.247728412,8.997093122,2.578329425,0.1,1.68552747,5.940106364,1.219962324,0.1,4.230323525
"2700097O09Rik",3.683904759,0.815909471,2.716792095,3.073995311,2.188857662,3.27105494,7.400132954,2.339924649,2.700911976,6.295485287
"Asf1b",3.683904759,0.815909471,3.240150514,1.09133177,2.188857662,4.063818675,7.400132954,2.339924649,2.700911976,6.295485287
"Cmas",1.89195238,0.1,3.240150514,3.073995311,1.144428831,4.063818675,7.400132954,1.219962324,2.700911976,6.295485287
"3110040N11Rik",3.683904759,0.815909471,1.670075257,1.586997655,1.144428831,2.478291205,7.400132954,0.1,5.301823952,6.295485287
"3010026O09Rik",3.683904759,2.247728412,2.193433676,1.09133177,0.1,0.1,11.78021273,1.219962324,2.700911976,2.165161762
"Cadm2",5.475857139,0.1,1.146716838,0.1,0.1,1.68552747,11.78021273,1.219962324,2.700911976,2.165161762
"Cenpw",2.78792857,3.679547354,2.716792095,2.08266354,0.1,0.892763735,7.400132954,1.219962324,0.1,0.1
"BC018473",5.475857139,1.531818942,3.240150514,1.586997655,0.1,0.1,7.400132954,1.219962324,0.1,0.1
"1500011B03Rik",5.475857139,2.963637883,3.240150514,2.08266354,2.188857662,2.478291205,5.940106364,1.219962324,0.1,0.1
"Alyref2",4.579880949,0.815909471,0.623358419,1.586997655,0.1,0.892763735,7.400132954,0.1,0.1,2.165161762
"Bag4",1.89195238,2.247728412,1.146716838,1.09133177,1.144428831,2.478291205,10.32018614,1.219962324,0.1,2.165161762
"Cib2",0.1,1.531818942,3.240150514,1.586997655,1.144428831,1.68552747,7.400132954,0.1,0.1,0.1
"C130074G19Rik",7.267809519,5.111366295,3.240150514,2.578329425,0.1,0.1,7.400132954,1.219962324,2.700911976,6.295485287
"2010012O05Rik",6.371833329,1.531818942,2.716792095,3.073995311,2.188857662,0.892763735,7.400132954,3.459886973,2.700911976,4.230323525
"2610528J11Rik",5.475857139,5.827275766,1.146716838,1.09133177,0.1,0.1,7.400132954,4.579849298,5.301823952,2.165161762
"B3gat3",3.683904759,5.111366295,3.763508933,5.056658851,3.233286494,0.892763735,10.32018614,5.699811622,2.700911976,4.230323525
"Blnk",1.89195238,8.690913649,2.193433676,2.578329425,1.144428831,0.1,10.32018614,4.579849298,2.700911976,4.230323525
"Chst13",0.99597619,0.1,0.1,0.1,0.1,0.1,10.32018614,9.059698595,7.902735928,2.165161762
"2010003K11Rik",0.1,0.1,0.1,0.1,0.1,0.1,10.32018614,5.699811622,5.301823952,0.1
"Apobec1",0.1,0.1,2.716792095,3.073995311,4.277715325,0.1,10.32018614,6.819773947,7.902735928,2.165161762
"Bnip1",4.579880949,4.395456825,2.193433676,2.08266354,2.188857662,1.68552747,10.32018614,5.699811622,7.902735928,4.230323525
"Bcs1l",1.89195238,1.531818942,2.716792095,5.056658851,1.144428831,2.478291205,8.860159545,6.819773947,7.902735928,4.230323525
"Aif1",0.99597619,0.1,0.623358419,0.595665885,0.1,0.1,11.78021273,6.819773947,0.1,2.165161762
"BC048644",0.1,0.1,0.1,0.1,0.1,0.1,10.32018614,7.939736271,0.1,4.230323525
"Atp2b2",0.1,0.815909471,3.763508933,1.586997655,0.1,1.68552747,11.78021273,10.17966092,2.700911976,2.165161762
"Ahctf1",1.89195238,2.247728412,3.763508933,5.552324736,1.144428831,2.478291205,8.860159545,6.819773947,2.700911976,2.165161762
"Asns",0.99597619,0.1,5.33358419,3.569661196,3.233286494,0.892763735,10.32018614,7.939736271,2.700911976,2.165161762
"Ccdc30",2.78792857,0.1,0.623358419,3.073995311,2.188857662,0.1,4.480079773,5.699811622,5.301823952,2.165161762
"AB124611",1.89195238,0.1,0.1,1.09133177,3.233286494,0.1,1.560026591,7.939736271,5.301823952,2.165161762
"3110057O12Rik",1.89195238,0.1,0.623358419,0.1,0.1,0.1,3.020053182,6.819773947,7.902735928,2.165161762
"Clvs1",5.475857139,0.815909471,2.193433676,1.09133177,0.1,0.892763735,1.560026591,6.819773947,5.301823952,4.230323525
"Aim1",3.683904759,0.1,0.623358419,1.586997655,0.1,0.892763735,1.560026591,6.819773947,2.700911976,2.165161762
"Atp8b1",1.89195238,0.815909471,1.670075257,1.586997655,2.188857662,0.1,4.480079773,9.059698595,2.700911976,2.165161762
"Cd163",0.99597619,0.1,1.146716838,0.1,1.144428831,0.1,4.480079773,7.939736271,2.700911976,2.165161762
"Adh4",0.1,0.1,0.1,0.1,0.1,0.1,3.020053182,10.17966092,5.301823952,0.1
"Cebpa",0.1,0.1,3.763508933,0.595665885,1.144428831,0.1,7.400132954,6.819773947,5.301823952,8.360647049
"Bcmo1",0.1,0.1,1.146716838,0.595665885,1.144428831,0.892763735,4.480079773,6.819773947,5.301823952,8.360647049
"Ankrd37",0.99597619,0.815909471,2.716792095,3.073995311,2.188857662,0.892763735,5.940106364,7.939736271,2.700911976,6.295485287
"Clec12a",0.1,0.1,0.623358419,0.595665885,0.1,0.1,5.940106364,7.939736271,0.1,6.295485287
"Ceacam1",0.1,0.815909471,0.623358419,2.578329425,1.144428831,1.68552747,4.480079773,4.579849298,7.902735928,6.295485287
"Cd300ld",0.1,0.815909471,0.1,0.595665885,2.188857662,0.1,5.940106364,4.579849298,7.902735928,6.295485287
"1810008I18Rik",0.1,0.1,0.1,0.1,0.1,0.1,5.940106364,3.459886973,10.5036479,4.230323525
"Ces2g",0.1,0.815909471,0.623358419,0.1,0.1,1.68552747,3.020053182,5.699811622,10.5036479,8.360647049
"Ces1f",0.1,0.1,0.1,0.1,0.1,0.1,3.020053182,4.579849298,10.5036479,6.295485287
"Ccdc148",1.89195238,0.815909471,2.716792095,1.09133177,3.233286494,0.1,4.480079773,7.939736271,10.5036479,2.165161762
"Alg8",1.89195238,1.531818942,4.286867352,1.09133177,2.188857662,0.892763735,3.020053182,6.819773947,10.5036479,0.1
"Cacnb4",6.371833329,0.1,2.716792095,1.586997655,0.1,0.1,7.400132954,4.579849298,10.5036479,2.165161762
"Adam23",0.1,0.1,3.240150514,3.569661196,2.188857662,0.892763735,4.480079773,2.339924649,5.301823952,4.230323525
"AW549542",0.99597619,0.1,2.716792095,2.08266354,2.188857662,0.892763735,3.020053182,0.1,7.902735928,4.230323525
"A2m",0.1,0.1,1.670075257,3.569661196,2.188857662,1.68552747,3.020053182,3.459886973,7.902735928,2.165161762
"1600002H07Rik",0.99597619,0.815909471,1.670075257,1.09133177,4.277715325,1.68552747,5.940106364,2.339924649,7.902735928,2.165161762
"Armc2",0.1,0.1,5.856942609,1.586997655,0.1,2.478291205,7.400132954,0.1,7.902735928,0.1
"4930581F22Rik",0.1,0.815909471,1.146716838,1.09133177,1.144428831,1.68552747,10.32018614,1.219962324,7.902735928,0.1
"Cd79a",0.99597619,0.1,2.193433676,6.047990621,1.144428831,0.1,10.32018614,0.1,7.902735928,4.230323525
"3930402G23Rik",0.99597619,0.1,0.623358419,0.1,0.1,0.1,0.1,0.1,0.1,4.230323525
"5830416I19Rik",0.1,0.815909471,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.230323525
"Adap1",0.1,0.1,0.1,1.586997655,0.1,0.1,0.1,0.1,0.1,4.230323525
"Atp10b",0.1,0.1,0.1,0.595665885,2.188857662,0.1,0.1,0.1,0.1,4.230323525
"Cd33",0.1,0.1,0.623358419,1.09133177,0.1,0.1,0.1,0.1,0.1,6.295485287
"Arhgef19",0.1,0.1,0.1,0.595665885,1.144428831,1.68552747,0.1,1.219962324,0.1,4.230323525
"Cacna1b",0.1,0.1,0.1,0.595665885,0.1,0.892763735,0.1,2.339924649,0.1,4.230323525
"1810062G17Rik",0.1,0.1,1.670075257,0.1,0.1,0.892763735,0.1,1.219962324,0.1,4.230323525
"8030443G20Rik",1.89195238,0.815909471,0.1,0.1,0.1,0.1,0.1,1.219962324,0.1,4.230323525
"Clcn5",1.89195238,1.531818942,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.230323525
"BC039771",0.99597619,1.531818942,0.1,2.08266354,2.188857662,2.478291205,0.1,0.1,0.1,4.230323525
"Adat3",0.1,1.531818942,0.623358419,0.595665885,1.144428831,1.68552747,1.560026591,0.1,0.1,4.230323525
"C030006K11Rik",0.1,1.531818942,0.623358419,2.08266354,0.1,0.1,3.020053182,2.339924649,0.1,4.230323525
"Alkbh2",0.99597619,0.815909471,1.146716838,0.595665885,0.1,0.1,4.480079773,1.219962324,0.1,4.230323525
"Abcb1a",0.1,0.1,0.623358419,0.595665885,3.233286494,0.1,3.020053182,2.339924649,0.1,4.230323525
"C4a",0.1,0.1,0.1,0.1,0.1,0.1,1.560026591,3.459886973,2.700911976,4.230323525
"1190005I06Rik",0.1,0.1,0.623358419,0.1,0.1,0.1,1.560026591,3.459886973,0.1,6.295485287
"1810010H24Rik",0.1,0.1,1.670075257,3.569661196,2.188857662,1.68552747,3.020053182,1.219962324,2.700911976,6.295485287
"Casc3",0.1,0.815909471,4.286867352,4.065327081,1.144428831,1.68552747,1.560026591,2.339924649,0.1,6.295485287
"2610015P09Rik",2.78792857,0.815909471,0.623358419,4.065327081,0.1,1.68552747,3.020053182,1.219962324,0.1,8.360647049
"2410017I17Rik",0.1,0.1,0.1,2.578329425,1.144428831,0.892763735,0.1,1.219962324,0.1,8.360647049
"Arhgap9",0.99597619,1.531818942,0.623358419,2.08266354,0.1,2.478291205,5.940106364,1.219962324,0.1,6.295485287
"2210408F21Rik",0.1,0.1,0.623358419,1.586997655,0.1,0.1,5.940106364,1.219962324,0.1,6.295485287
"Atp8a2",0.1,0.815909471,0.1,0.595665885,0.1,0.1,3.020053182,2.339924649,2.700911976,8.360647049
"Bfsp2",0.1,0.1,0.1,0.1,0.1,0.1,3.020053182,2.339924649,0.1,8.360647049
"A630066F11Rik",1.89195238,0.815909471,0.623358419,0.595665885,1.144428831,0.1,3.020053182,2.339924649,5.301823952,6.295485287
"Catsper2",0.1,0.815909471,0.623358419,0.1,1.144428831,1.68552747,1.560026591,2.339924649,5.301823952,6.295485287
"6430573F11Rik",0.1,0.815909471,0.1,0.1,1.144428831,0.1,0.1,0.1,5.301823952,8.360647049
"1190007I07Rik",0.1,0.815909471,0.623358419,0.1,1.144428831,0.1,0.1,0.1,2.700911976,6.295485287
"Ccdc51",0.1,2.247728412,0.1,1.09133177,0.1,0.892763735,3.020053182,4.579849298,0.1,12.49097057
"1810019D21Rik",1.89195238,1.531818942,1.670075257,1.586997655,3.233286494,1.68552747,5.940106364,4.579849298,2.700911976,4.230323525
"C2cd2l",0.99597619,2.247728412,0.623358419,1.09133177,1.144428831,2.478291205,4.480079773,3.459886973,2.700911976,6.295485287
"Bola2",1.89195238,2.247728412,2.716792095,2.08266354,2.188857662,3.27105494,4.480079773,3.459886973,5.301823952,4.230323525
"Cmc1",2.78792857,5.827275766,3.240150514,1.586997655,2.188857662,3.27105494,5.940106364,4.579849298,2.700911976,6.295485287
"2700062C07Rik",0.1,2.963637883,3.240150514,0.1,1.144428831,0.1,3.020053182,5.699811622,2.700911976,8.360647049
"B3glct",0.99597619,3.679547354,2.716792095,1.09133177,2.188857662,0.1,1.560026591,1.219962324,2.700911976,6.295485287
"Ankle1",4.579880949,1.531818942,0.623358419,1.586997655,1.144428831,0.1,3.020053182,4.579849298,2.700911976,6.295485287
"Anks4b",2.78792857,0.815909471,0.1,0.1,0.1,0.1,5.940106364,4.579849298,2.700911976,8.360647049
"Aurka",3.683904759,1.531818942,1.670075257,2.08266354,0.1,0.1,5.940106364,5.699811622,0.1,6.295485287
"Atm",3.683904759,2.247728412,3.763508933,1.586997655,1.144428831,0.892763735,4.480079773,4.579849298,0.1,4.230323525
"Cdk20",3.683904759,2.963637883,1.146716838,2.578329425,1.144428831,0.892763735,3.020053182,2.339924649,0.1,4.230323525
"Aldoc",2.78792857,2.247728412,0.1,1.09133177,0.1,0.1,3.020053182,3.459886973,0.1,6.295485287
"Axin1",1.89195238,5.111366295,3.763508933,5.056658851,1.144428831,1.68552747,3.020053182,4.579849298,0.1,4.230323525
"4933411K20Rik",2.78792857,2.247728412,2.193433676,5.552324736,1.144428831,4.063818675,3.020053182,4.579849298,0.1,4.230323525
"Anapc11",11.74769047,11.55455153,6.380301028,7.039322391,7.411001819,5.649346145,3.020053182,4.579849298,5.301823952,0.1
"Ccdc38",11.74769047,8.690913649,4.286867352,6.543656506,5.322144156,7.234873614,4.480079773,1.219962324,5.301823952,2.165161762
"1810043G02Rik",12.64366666,10.12273259,9.520451541,7.534988276,3.233286494,4.85658241,5.940106364,4.579849298,5.301823952,0.1
"Atat1",6.371833329,8.690913649,6.903659447,6.047990621,5.322144156,6.442109879,5.940106364,0.1,5.301823952,4.230323525
"2310033P09Rik",7.267809519,5.111366295,6.903659447,7.534988276,4.277715325,4.063818675,4.480079773,1.219962324,5.301823952,2.165161762
"Atg16l2",9.059761899,5.827275766,5.856942609,8.030654161,6.366572987,10.40592855,5.940106364,4.579849298,5.301823952,2.165161762
"Ccdc104",9.059761899,7.259094708,11.0905268,10.0133177,7.411001819,3.27105494,5.940106364,1.219962324,0.1,2.165161762
"B130024G19Rik",10.85171428,9.40682312,8.997093122,6.543656506,11.58871714,1.68552747,4.480079773,3.459886973,0.1,0.1
"Ankrd9",12.64366666,7.975004178,6.380301028,4.560992966,3.233286494,2.478291205,5.940106364,1.219962324,0.1,6.295485287
"Arl6",10.85171428,3.679547354,5.856942609,8.526320047,3.233286494,1.68552747,5.940106364,1.219962324,0.1,2.165161762
"Akt1s1",7.267809519,9.40682312,2.716792095,5.552324736,6.366572987,4.85658241,7.400132954,7.939736271,7.902735928,6.295485287
"6430562O15Rik",9.955738088,7.975004178,2.716792095,3.073995311,5.322144156,0.892763735,7.400132954,4.579849298,7.902735928,6.295485287
"Ankrd13c",6.371833329,10.12273259,3.240150514,4.065327081,4.277715325,2.478291205,4.480079773,6.819773947,2.700911976,6.295485287
"Asna1",4.579880949,8.690913649,2.716792095,3.569661196,5.322144156,1.68552747,3.020053182,3.459886973,7.902735928,8.360647049
"Ccdc175",4.579880949,5.827275766,2.193433676,4.560992966,8.45543065,6.442109879,1.560026591,3.459886973,5.301823952,6.295485287
"Ankzf1",8.163785709,7.975004178,1.670075257,2.578329425,9.499859481,1.68552747,1.560026591,4.579849298,5.301823952,4.230323525
"B230118H07Rik",12.64366666,8.690913649,2.193433676,2.578329425,3.233286494,3.27105494,3.020053182,2.339924649,2.700911976,4.230323525
"Cdkal1",9.955738088,5.827275766,1.146716838,1.586997655,3.233286494,4.85658241,1.560026591,5.699811622,2.700911976,4.230323525
"Capn12",12.64366666,12.270461,1.670075257,2.08266354,7.411001819,5.649346145,3.020053182,6.819773947,2.700911976,6.295485287
"Abhd10",8.163785709,1.531818942,5.856942609,7.039322391,3.233286494,4.85658241,10.32018614,9.059698595,5.301823952,8.360647049
"Cd320",13.53964285,1.531818942,5.856942609,3.569661196,5.322144156,0.892763735,7.400132954,11.29962324,0.1,4.230323525
"Acin1",9.059761899,1.531818942,4.286867352,8.526320047,9.499859481,0.892763735,11.78021273,0.1,0.1,6.295485287
"Clcnka",11.74769047,7.259094708,0.1,0.595665885,0.1,0.1,0.1,0.1,0.1,0.1
"Cldn19",11.74769047,7.259094708,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Atp6v0a4",10.85171428,7.975004178,0.623358419,0.1,0.1,0.1,1.560026591,0.1,0.1,0.1
"Atp6v1g3",9.955738088,12.98637047,0.1,0.595665885,0.1,0.892763735,0.1,0.1,0.1,0.1
"Cldn6",10.85171428,10.83864206,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4933431E20Rik",8.163785709,9.40682312,2.193433676,2.08266354,2.188857662,2.478291205,1.560026591,4.579849298,2.700911976,0.1
"Bpifc",8.163785709,8.690913649,0.1,0.595665885,0.1,2.478291205,0.1,2.339924649,0.1,0.1
"Ano5",10.85171428,8.690913649,0.1,0.1,1.144428831,3.27105494,0.1,3.459886973,5.301823952,0.1
"Cdh6",5.475857139,8.690913649,1.146716838,0.1,1.144428831,0.892763735,0.1,1.219962324,0.1,0.1
"Abca13",3.683904759,9.40682312,0.623358419,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930442L01Rik",4.579880949,11.55455153,0.1,0.1,0.1,0.1,0.1,0.1,2.700911976,2.165161762
"1700101I11Rik",6.371833329,9.40682312,0.1,3.569661196,2.188857662,0.1,0.1,1.219962324,0.1,2.165161762
"Car7",5.475857139,15.13409889,1.670075257,0.1,0.1,0.1,1.560026591,3.459886973,2.700911976,4.230323525
"Atp12a",3.683904759,15.85000836,0.623358419,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Clrn3",9.059761899,19.42955571,0.623358419,0.595665885,0.1,0.892763735,0.1,0.1,0.1,0.1
"Atp5sl",19.81147618,7.259094708,2.193433676,3.073995311,4.277715325,0.1,1.560026591,4.579849298,0.1,0.1
"Chd2",2.78792857,1.531818942,4.286867352,2.578329425,3.233286494,2.478291205,4.480079773,9.059698595,0.1,2.165161762
"Cep350",3.683904759,1.531818942,4.286867352,2.578329425,3.233286494,2.478291205,4.480079773,6.819773947,0.1,2.165161762
"9030617O03Rik",4.579880949,1.531818942,1.670075257,4.065327081,3.233286494,2.478291205,5.940106364,7.939736271,2.700911976,2.165161762
"Cln3",3.683904759,0.815909471,1.670075257,2.08266354,2.188857662,4.85658241,4.480079773,10.17966092,2.700911976,0.1
"A830080D01Rik",1.89195238,0.1,2.716792095,3.073995311,1.144428831,2.478291205,1.560026591,9.059698595,2.700911976,0.1
"Cep192",0.99597619,2.247728412,2.716792095,2.578329425,4.277715325,2.478291205,3.020053182,7.939736271,0.1,0.1
"C030046E11Rik",3.683904759,1.531818942,2.193433676,3.073995311,4.277715325,2.478291205,1.560026591,6.819773947,0.1,0.1
"Ap5s1",2.78792857,2.963637883,2.716792095,3.569661196,4.277715325,0.892763735,3.020053182,6.819773947,0.1,2.165161762
"Ankrd28",1.89195238,2.963637883,2.193433676,2.578329425,3.233286494,2.478291205,4.480079773,6.819773947,2.700911976,0.1
"Chd1l",1.89195238,2.963637883,1.670075257,1.09133177,3.233286494,0.892763735,1.560026591,7.939736271,2.700911976,0.1
"AI662270",0.99597619,0.1,2.716792095,1.09133177,2.188857662,0.892763735,3.020053182,4.579849298,2.700911976,4.230323525
"Bend7",1.89195238,0.815909471,2.193433676,0.595665885,2.188857662,0.1,3.020053182,4.579849298,0.1,4.230323525
"5031439G07Rik",1.89195238,2.247728412,2.716792095,1.09133177,4.277715325,0.1,3.020053182,6.819773947,2.700911976,4.230323525
"Arhgap25",0.99597619,0.1,2.716792095,1.09133177,4.277715325,0.892763735,0.1,9.059698595,0.1,4.230323525
"Adamdec1",0.1,0.1,0.623358419,1.09133177,2.188857662,0.1,0.1,9.059698595,0.1,4.230323525
"Ccnf",0.99597619,2.247728412,1.670075257,4.065327081,0.1,2.478291205,1.560026591,9.059698595,2.700911976,6.295485287
"Ccdc93",0.99597619,0.815909471,2.716792095,6.047990621,3.233286494,1.68552747,0.1,6.819773947,2.700911976,4.230323525
"Atg4c",2.78792857,1.531818942,2.193433676,2.08266354,3.233286494,1.68552747,3.020053182,9.059698595,0.1,2.165161762
"Avl9",1.89195238,2.963637883,3.763508933,1.586997655,2.188857662,0.892763735,1.560026591,10.17966092,0.1,2.165161762
"1700052N19Rik",0.1,1.531818942,3.240150514,2.08266354,0.1,2.478291205,3.020053182,9.059698595,0.1,2.165161762
"Asb2",3.683904759,0.815909471,4.286867352,1.09133177,1.144428831,3.27105494,1.560026591,9.059698595,0.1,0.1
"Cenpe",3.683904759,0.1,5.33358419,1.586997655,1.144428831,0.892763735,3.020053182,9.059698595,0.1,0.1
"1810026B05Rik",1.89195238,2.247728412,5.856942609,4.065327081,1.144428831,1.68552747,4.480079773,10.17966092,0.1,2.165161762
"Cdk17",0.99597619,0.815909471,4.810225771,5.552324736,2.188857662,2.478291205,3.020053182,7.939736271,0.1,2.165161762
"Bora",1.89195238,2.963637883,5.856942609,3.073995311,1.144428831,0.1,0.1,7.939736271,0.1,0.1
"Acvr1",0.99597619,0.1,6.380301028,3.073995311,3.233286494,4.063818675,4.480079773,6.819773947,2.700911976,2.165161762
"Clec7a",0.1,0.1,7.427017866,3.569661196,0.1,0.892763735,3.020053182,6.819773947,2.700911976,2.165161762
"BC005561",2.78792857,0.815909471,6.903659447,1.09133177,0.1,2.478291205,1.560026591,5.699811622,5.301823952,4.230323525
"Atad5",1.89195238,3.679547354,4.286867352,1.09133177,1.144428831,0.892763735,4.480079773,9.059698595,2.700911976,2.165161762
"Cdc45",0.99597619,3.679547354,4.810225771,1.09133177,0.1,1.68552747,4.480079773,7.939736271,5.301823952,0.1
"Atxn3",1.89195238,1.531818942,1.146716838,3.569661196,2.188857662,2.478291205,1.560026591,10.17966092,0.1,0.1
"Cdk6",2.78792857,1.531818942,2.193433676,5.056658851,2.188857662,0.1,0.1,10.17966092,0.1,0.1
"Alg6",3.683904759,0.815909471,1.670075257,3.569661196,3.233286494,0.892763735,0.1,11.29962324,2.700911976,0.1
"Clec4a1",0.1,0.815909471,1.670075257,1.586997655,2.188857662,0.1,0.1,11.29962324,0.1,0.1
"Camk1d",0.99597619,0.1,0.623358419,1.586997655,2.188857662,1.68552747,0.1,9.059698595,0.1,0.1
"Amt",0.99597619,1.531818942,1.146716838,0.1,0.1,0.1,1.560026591,14.65951022,0.1,2.165161762
"1700001L05Rik",0.99597619,0.815909471,0.623358419,1.09133177,0.1,0.892763735,0.1,12.41958557,2.700911976,2.165161762
"Acad10",2.78792857,3.679547354,1.146716838,1.09133177,2.188857662,0.892763735,0.1,11.29962324,2.700911976,0.1
"Chrm1",0.99597619,2.963637883,0.1,1.586997655,0.1,0.892763735,0.1,9.059698595,2.700911976,0.1
"Chd9",0.1,5.827275766,2.716792095,3.569661196,2.188857662,1.68552747,0.1,11.29962324,2.700911976,2.165161762
"9930021J03Rik",4.579880949,2.963637883,5.33358419,2.578329425,2.188857662,1.68552747,1.560026591,10.17966092,2.700911976,2.165161762
"Clec2h",5.475857139,2.247728412,3.763508933,2.08266354,1.144428831,0.892763735,0.1,10.17966092,2.700911976,4.230323525
"BC052040",3.683904759,2.247728412,2.193433676,1.586997655,0.1,0.1,1.560026591,11.29962324,7.902735928,0.1
"Aspg",0.1,1.531818942,0.1,0.1,0.1,0.1,1.560026591,11.29962324,10.5036479,2.165161762
"Abcg3",0.1,0.1,1.670075257,3.073995311,1.144428831,0.892763735,3.020053182,10.17966092,7.902735928,4.230323525
"Anapc15",0.1,1.531818942,2.716792095,0.1,0.1,0.892763735,1.560026591,9.059698595,5.301823952,4.230323525
"Arel1",0.99597619,0.1,0.1,2.578329425,2.188857662,3.27105494,1.560026591,15.77947254,5.301823952,0.1
"Acss3",0.1,0.1,2.716792095,0.1,0.1,0.1,0.1,15.77947254,7.902735928,2.165161762
"Cbfb",9.059761899,7.975004178,9.520451541,4.560992966,2.188857662,4.063818675,1.560026591,10.17966092,2.700911976,0.1
"Ankib1",9.059761899,6.543185237,6.903659447,6.543656506,3.233286494,4.063818675,1.560026591,10.17966092,0.1,0.1
"Cdca7",7.267809519,4.395456825,7.427017866,5.056658851,4.277715325,5.649346145,3.020053182,10.17966092,0.1,4.230323525
"Cars2",7.267809519,5.111366295,6.380301028,4.065327081,1.144428831,3.27105494,1.560026591,12.41958557,0.1,4.230323525
"AU040320",12.64366666,7.259094708,6.903659447,5.552324736,5.322144156,2.478291205,0.1,14.65951022,0.1,0.1
"Clmn",9.955738088,9.40682312,1.146716838,4.065327081,7.411001819,0.892763735,1.560026591,12.41958557,2.700911976,4.230323525
